<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:02;1.141.600.000.000;1.142.000.000.000;1.141.500.000.000;1.141.800.000.000;223;SPFB.RTS-12.18;1;12/11/2018;21:02;1.111.600.000.000;1.111.600.000.000;1.111.300.000.000;1.111.500.000.000;72;SPFB.RTS-12.18;1;12/12/2018;21:02;1.125.900.000.000;1.126.100.000.000;1.125.400.000.000;1.125.900.000.000;595
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:03;1.141.800.000.000;1.141.800.000.000;1.140.900.000.000;1.141.400.000.000;387;SPFB.RTS-12.18;1;12/11/2018;21:03;1.111.500.000.000;1.111.600.000.000;1.111.100.000.000;1.111.100.000.000;66;SPFB.RTS-12.18;1;12/12/2018;21:03;1.126.000.000.000;1.126.700.000.000;1.125.900.000.000;1.126.400.000.000;630
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:04;1.141.300.000.000;1.141.400.000.000;1.140.600.000.000;1.141.100.000.000;482;SPFB.RTS-12.18;1;12/11/2018;21:04;1.111.200.000.000;1.111.400.000.000;1.111.100.000.000;1.111.200.000.000;86;SPFB.RTS-12.18;1;12/12/2018;21:04;1.126.400.000.000;1.126.800.000.000;1.126.200.000.000;1.126.300.000.000;568
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:05;1.140.900.000.000;1.140.900.000.000;1.140.400.000.000;1.140.400.000.000;365;SPFB.RTS-12.18;1;12/11/2018;21:05;1.111.100.000.000;1.111.400.000.000;1.111.100.000.000;1.111.300.000.000;31;SPFB.RTS-12.18;1;12/12/2018;21:05;1.126.200.000.000;1.126.700.000.000;1.126.100.000.000;1.126.500.000.000;352
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:06;1.140.400.000.000;1.141.200.000.000;1.140.000.000.000;1.140.900.000.000;478;SPFB.RTS-12.18;1;12/11/2018;21:06;1.111.300.000.000;1.111.300.000.000;1.110.800.000.000;1.110.800.000.000;146;SPFB.RTS-12.18;1;12/12/2018;21:06;1.126.500.000.000;1.126.600.000.000;1.126.200.000.000;1.126.500.000.000;191
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:07;1.140.700.000.000;1.140.900.000.000;1.140.200.000.000;1.140.300.000.000;149;SPFB.RTS-12.18;1;12/11/2018;21:07;1.110.800.000.000;1.110.900.000.000;1.110.300.000.000;1.110.700.000.000;244;SPFB.RTS-12.18;1;12/12/2018;21:07;1.126.400.000.000;1.126.700.000.000;1.126.100.000.000;1.126.300.000.000;371
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:08;1.140.500.000.000;1.140.600.000.000;1.140.000.000.000;1.140.100.000.000;174;SPFB.RTS-12.18;1;12/11/2018;21:08;1.110.700.000.000;1.110.800.000.000;1.110.000.000.000;1.110.100.000.000;933;SPFB.RTS-12.18;1;12/12/2018;21:08;1.126.400.000.000;1.126.800.000.000;1.126.400.000.000;1.126.400.000.000;425
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:09;1.140.100.000.000;1.140.600.000.000;1.139.600.000.000;1.140.300.000.000;393;SPFB.RTS-12.18;1;12/11/2018;21:09;1.110.000.000.000;1.110.000.000.000;1.109.700.000.000;1.109.800.000.000;271;SPFB.RTS-12.18;1;12/12/2018;21:09;1.126.300.000.000;1.126.600.000.000;1.126.200.000.000;1.126.400.000.000;157
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:10;1.140.400.000.000;1.141.000.000.000;1.139.600.000.000;1.140.300.000.000;532;SPFB.RTS-12.18;1;12/11/2018;21:10;1.109.800.000.000;1.110.000.000.000;1.109.200.000.000;1.109.500.000.000;593;SPFB.RTS-12.18;1;12/12/2018;21:10;1.126.400.000.000;1.126.600.000.000;1.126.300.000.000;1.126.400.000.000;162
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:11;1.140.300.000.000;1.140.500.000.000;1.138.100.000.000;1.138.700.000.000;885;SPFB.RTS-12.18;1;12/11/2018;21:11;1.109.400.000.000;1.109.800.000.000;1.109.200.000.000;1.109.700.000.000;494;SPFB.RTS-12.18;1;12/12/2018;21:11;1.126.400.000.000;1.126.500.000.000;1.122.100.000.000;1.125.100.000.000;3249
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:12;1.138.600.000.000;1.139.400.000.000;1.138.300.000.000;1.139.300.000.000;396;SPFB.RTS-12.18;1;12/11/2018;21:12;1.109.800.000.000;1.110.300.000.000;1.109.800.000.000;1.110.100.000.000;738;SPFB.RTS-12.18;1;12/12/2018;21:12;1.125.100.000.000;1.125.200.000.000;1.124.000.000.000;1.125.100.000.000;929
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:13;1.139.300.000.000;1.139.800.000.000;1.138.800.000.000;1.139.200.000.000;404;SPFB.RTS-12.18;1;12/11/2018;21:13;1.110.100.000.000;1.110.200.000.000;1.109.900.000.000;1.109.900.000.000;102;SPFB.RTS-12.18;1;12/12/2018;21:13;1.125.000.000.000;1.125.100.000.000;1.124.600.000.000;1.124.600.000.000;293
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:14;1.139.400.000.000;1.139.700.000.000;1.138.900.000.000;1.139.100.000.000;194;SPFB.RTS-12.18;1;12/11/2018;21:14;1.109.900.000.000;1.110.100.000.000;1.109.900.000.000;1.109.900.000.000;83;SPFB.RTS-12.18;1;12/12/2018;21:14;1.124.700.000.000;1.124.900.000.000;1.124.700.000.000;1.124.700.000.000;158
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:15;1.139.100.000.000;1.139.100.000.000;1.138.400.000.000;1.138.500.000.000;307;SPFB.RTS-12.18;1;12/11/2018;21:15;1.109.900.000.000;1.110.000.000.000;1.109.800.000.000;1.109.900.000.000;30;SPFB.RTS-12.18;1;12/12/2018;21:15;1.124.700.000.000;1.125.000.000.000;1.124.700.000.000;1.125.000.000.000;87
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:16;1.138.400.000.000;1.139.300.000.000;1.138.300.000.000;1.139.100.000.000;302;SPFB.RTS-12.18;1;12/11/2018;21:16;1.109.900.000.000;1.110.500.000.000;1.109.900.000.000;1.110.500.000.000;205;SPFB.RTS-12.18;1;12/12/2018;21:16;1.124.900.000.000;1.125.500.000.000;1.124.800.000.000;1.125.500.000.000;265
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:17;1.139.100.000.000;1.139.800.000.000;1.139.000.000.000;1.139.800.000.000;219;SPFB.RTS-12.18;1;12/11/2018;21:17;1.110.400.000.000;1.110.800.000.000;1.110.400.000.000;1.110.500.000.000;369;SPFB.RTS-12.18;1;12/12/2018;21:17;1.125.600.000.000;1.125.900.000.000;1.125.400.000.000;1.125.500.000.000;222
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:18;1.139.800.000.000;1.140.700.000.000;1.139.200.000.000;1.140.200.000.000;558;SPFB.RTS-12.18;1;12/11/2018;21:18;1.110.600.000.000;1.110.700.000.000;1.110.200.000.000;1.110.500.000.000;102;SPFB.RTS-12.18;1;12/12/2018;21:18;1.125.400.000.000;1.125.400.000.000;1.124.800.000.000;1.124.900.000.000;159
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:19;1.140.000.000.000;1.141.700.000.000;1.139.800.000.000;1.141.100.000.000;543;SPFB.RTS-12.18;1;12/11/2018;21:19;1.110.400.000.000;1.110.500.000.000;1.109.700.000.000;1.109.800.000.000;289;SPFB.RTS-12.18;1;12/12/2018;21:19;1.124.900.000.000;1.124.900.000.000;1.124.400.000.000;1.124.500.000.000;400
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:20;1.141.500.000.000;1.141.500.000.000;1.140.800.000.000;1.141.500.000.000;390;SPFB.RTS-12.18;1;12/11/2018;21:20;1.109.900.000.000;1.110.000.000.000;1.109.000.000.000;1.109.000.000.000;523;SPFB.RTS-12.18;1;12/12/2018;21:20;1.124.500.000.000;1.125.100.000.000;1.124.300.000.000;1.125.000.000.000;310
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:21;1.141.400.000.000;1.142.200.000.000;1.141.300.000.000;1.142.000.000.000;666;SPFB.RTS-12.18;1;12/11/2018;21:21;1.109.100.000.000;1.109.600.000.000;1.109.000.000.000;1.109.100.000.000;428;SPFB.RTS-12.18;1;12/12/2018;21:21;1.124.900.000.000;1.125.300.000.000;1.124.800.000.000;1.125.200.000.000;152
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:22;1.141.900.000.000;1.142.400.000.000;1.141.600.000.000;1.141.900.000.000;598;SPFB.RTS-12.18;1;12/11/2018;21:22;1.109.100.000.000;1.109.100.000.000;1.107.800.000.000;1.108.300.000.000;1285;SPFB.RTS-12.18;1;12/12/2018;21:22;1.125.200.000.000;1.125.200.000.000;1.125.000.000.000;1.125.100.000.000;37
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:23;1.142.100.000.000;1.142.200.000.000;1.141.300.000.000;1.141.400.000.000;455;SPFB.RTS-12.18;1;12/11/2018;21:23;1.108.200.000.000;1.109.000.000.000;1.108.100.000.000;1.109.000.000.000;523;SPFB.RTS-12.18;1;12/12/2018;21:23;1.125.200.000.000;1.125.800.000.000;1.125.200.000.000;1.125.400.000.000;367
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:24;1.141.500.000.000;1.142.200.000.000;1.141.200.000.000;1.142.000.000.000;285;SPFB.RTS-12.18;1;12/11/2018;21:24;1.108.900.000.000;1.108.900.000.000;1.108.300.000.000;1.108.600.000.000;205;SPFB.RTS-12.18;1;12/12/2018;21:24;1.125.300.000.000;1.125.300.000.000;1.124.800.000.000;1.125.200.000.000;218
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:25;1.142.200.000.000;1.142.400.000.000;1.141.600.000.000;1.142.200.000.000;198;SPFB.RTS-12.18;1;12/11/2018;21:25;1.108.600.000.000;1.108.700.000.000;1.108.500.000.000;1.108.700.000.000;111;SPFB.RTS-12.18;1;12/12/2018;21:25;1.125.500.000.000;1.125.600.000.000;1.125.100.000.000;1.125.200.000.000;91
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:26;1.142.200.000.000;1.142.400.000.000;1.141.700.000.000;1.142.100.000.000;260;SPFB.RTS-12.18;1;12/11/2018;21:26;1.108.600.000.000;1.109.000.000.000;1.108.600.000.000;1.109.000.000.000;145;SPFB.RTS-12.18;1;12/12/2018;21:26;1.125.200.000.000;1.125.500.000.000;1.125.000.000.000;1.125.500.000.000;47
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:27;1.142.000.000.000;1.142.200.000.000;1.141.900.000.000;1.142.000.000.000;238;SPFB.RTS-12.18;1;12/11/2018;21:27;1.109.000.000.000;1.109.200.000.000;1.108.900.000.000;1.109.200.000.000;365;SPFB.RTS-12.18;1;12/12/2018;21:27;1.125.500.000.000;1.125.600.000.000;1.125.100.000.000;1.125.100.000.000;113
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:28;1.142.100.000.000;1.143.800.000.000;1.142.100.000.000;1.143.600.000.000;1059;SPFB.RTS-12.18;1;12/11/2018;21:28;1.109.200.000.000;1.109.600.000.000;1.109.100.000.000;1.109.600.000.000;341;SPFB.RTS-12.18;1;12/12/2018;21:28;1.125.000.000.000;1.125.400.000.000;1.125.000.000.000;1.125.300.000.000;57
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:29;1.143.700.000.000;1.144.400.000.000;1.143.400.000.000;1.143.900.000.000;936;SPFB.RTS-12.18;1;12/11/2018;21:29;1.109.500.000.000;1.109.900.000.000;1.109.300.000.000;1.109.900.000.000;287;SPFB.RTS-12.18;1;12/12/2018;21:29;1.125.200.000.000;1.125.700.000.000;1.125.200.000.000;1.125.700.000.000;91
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:30;1.144.000.000.000;1.145.000.000.000;1.144.000.000.000;1.144.500.000.000;1209;SPFB.RTS-12.18;1;12/11/2018;21:30;1.109.800.000.000;1.109.800.000.000;1.109.100.000.000;1.109.200.000.000;74;SPFB.RTS-12.18;1;12/12/2018;21:30;1.125.700.000.000;1.125.800.000.000;1.125.300.000.000;1.125.500.000.000;84
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:31;1.144.500.000.000;1.144.800.000.000;1.144.000.000.000;1.144.500.000.000;893;SPFB.RTS-12.18;1;12/11/2018;21:31;1.109.200.000.000;1.109.600.000.000;1.109.100.000.000;1.109.400.000.000;127;SPFB.RTS-12.18;1;12/12/2018;21:31;1.125.400.000.000;1.125.400.000.000;1.125.100.000.000;1.125.200.000.000;105
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:32;1.144.200.000.000;1.144.400.000.000;1.143.900.000.000;1.143.900.000.000;361;SPFB.RTS-12.18;1;12/11/2018;21:32;1.109.300.000.000;1.109.600.000.000;1.109.300.000.000;1.109.600.000.000;95;SPFB.RTS-12.18;1;12/12/2018;21:32;1.125.000.000.000;1.125.500.000.000;1.124.900.000.000;1.125.300.000.000;180
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:33;1.143.900.000.000;1.144.400.000.000;1.143.500.000.000;1.144.000.000.000;437;SPFB.RTS-12.18;1;12/11/2018;21:33;1.109.600.000.000;1.109.600.000.000;1.109.000.000.000;1.109.000.000.000;104;SPFB.RTS-12.18;1;12/12/2018;21:33;1.125.400.000.000;1.125.600.000.000;1.125.300.000.000;1.125.500.000.000;34
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:34;1.144.100.000.000;1.144.500.000.000;1.143.600.000.000;1.143.900.000.000;314;SPFB.RTS-12.18;1;12/11/2018;21:34;1.108.900.000.000;1.108.900.000.000;1.108.400.000.000;1.108.600.000.000;552;SPFB.RTS-12.18;1;12/12/2018;21:34;1.125.400.000.000;1.125.500.000.000;1.125.400.000.000;1.125.400.000.000;11
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:35;1.143.800.000.000;1.144.300.000.000;1.143.700.000.000;1.144.300.000.000;84;SPFB.RTS-12.18;1;12/11/2018;21:35;1.108.700.000.000;1.109.200.000.000;1.108.500.000.000;1.109.200.000.000;337;SPFB.RTS-12.18;1;12/12/2018;21:35;1.125.200.000.000;1.126.100.000.000;1.125.200.000.000;1.126.100.000.000;185
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:36;1.144.200.000.000;1.144.700.000.000;1.144.100.000.000;1.144.500.000.000;219;SPFB.RTS-12.18;1;12/11/2018;21:36;1.109.200.000.000;1.109.300.000.000;1.108.600.000.000;1.109.100.000.000;332;SPFB.RTS-12.18;1;12/12/2018;21:36;1.126.000.000.000;1.126.100.000.000;1.125.700.000.000;1.125.700.000.000;173
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:37;1.144.600.000.000;1.144.700.000.000;1.144.100.000.000;1.144.500.000.000;104;SPFB.RTS-12.18;1;12/11/2018;21:37;1.109.100.000.000;1.110.000.000.000;1.109.100.000.000;1.109.400.000.000;683;SPFB.RTS-12.18;1;12/12/2018;21:37;1.125.700.000.000;1.125.900.000.000;1.125.400.000.000;1.125.900.000.000;59
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:38;1.144.200.000.000;1.144.300.000.000;1.143.800.000.000;1.144.000.000.000;83;SPFB.RTS-12.18;1;12/11/2018;21:38;1.109.300.000.000;1.109.500.000.000;1.109.000.000.000;1.109.400.000.000;278;SPFB.RTS-12.18;1;12/12/2018;21:38;1.125.700.000.000;1.125.900.000.000;1.125.500.000.000;1.125.500.000.000;23
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:39;1.143.900.000.000;1.144.600.000.000;1.143.700.000.000;1.144.600.000.000;217;SPFB.RTS-12.18;1;12/11/2018;21:39;1.109.100.000.000;1.109.400.000.000;1.108.800.000.000;1.108.900.000.000;515;SPFB.RTS-12.18;1;12/12/2018;21:39;1.125.600.000.000;1.125.700.000.000;1.125.400.000.000;1.125.700.000.000;119
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:40;1.144.500.000.000;1.144.900.000.000;1.144.100.000.000;1.144.100.000.000;366;SPFB.RTS-12.18;1;12/11/2018;21:40;1.108.900.000.000;1.109.200.000.000;1.108.800.000.000;1.108.900.000.000;424;SPFB.RTS-12.18;1;12/12/2018;21:40;1.125.800.000.000;1.126.100.000.000;1.125.800.000.000;1.126.000.000.000;77
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:41;1.144.200.000.000;1.144.800.000.000;1.144.100.000.000;1.144.200.000.000;247;SPFB.RTS-12.18;1;12/11/2018;21:41;1.108.800.000.000;1.109.300.000.000;1.108.800.000.000;1.109.000.000.000;624;SPFB.RTS-12.18;1;12/12/2018;21:41;1.125.900.000.000;1.126.100.000.000;1.125.900.000.000;1.126.100.000.000;99
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:42;1.144.100.000.000;1.144.500.000.000;1.143.800.000.000;1.144.200.000.000;238;SPFB.RTS-12.18;1;12/11/2018;21:42;1.109.100.000.000;1.109.200.000.000;1.108.900.000.000;1.109.100.000.000;451;SPFB.RTS-12.18;1;12/12/2018;21:42;1.125.900.000.000;1.126.000.000.000;1.125.500.000.000;1.125.600.000.000;44
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:43;1.144.100.000.000;1.144.200.000.000;1.143.800.000.000;1.143.900.000.000;138;SPFB.RTS-12.18;1;12/11/2018;21:43;1.109.100.000.000;1.109.200.000.000;1.108.700.000.000;1.108.700.000.000;362;SPFB.RTS-12.18;1;12/12/2018;21:43;1.125.500.000.000;1.125.500.000.000;1.125.300.000.000;1.125.500.000.000;67
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:44;1.144.100.000.000;1.144.100.000.000;1.143.700.000.000;1.143.800.000.000;67;SPFB.RTS-12.18;1;12/11/2018;21:44;1.108.700.000.000;1.108.700.000.000;1.108.300.000.000;1.108.400.000.000;174;SPFB.RTS-12.18;1;12/12/2018;21:44;1.125.400.000.000;1.125.500.000.000;1.124.900.000.000;1.124.900.000.000;209
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:45;1.143.800.000.000;1.144.100.000.000;1.143.600.000.000;1.144.000.000.000;145;SPFB.RTS-12.18;1;12/11/2018;21:45;1.108.500.000.000;1.108.600.000.000;1.108.300.000.000;1.108.400.000.000;275;SPFB.RTS-12.18;1;12/12/2018;21:45;1.124.900.000.000;1.124.900.000.000;1.124.600.000.000;1.124.800.000.000;304
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:46;1.144.200.000.000;1.144.600.000.000;1.144.000.000.000;1.144.500.000.000;357;SPFB.RTS-12.18;1;12/11/2018;21:46;1.108.400.000.000;1.108.400.000.000;1.107.900.000.000;1.108.000.000.000;650;SPFB.RTS-12.18;1;12/12/2018;21:46;1.124.900.000.000;1.125.000.000.000;1.124.400.000.000;1.124.400.000.000;207
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:47;1.144.400.000.000;1.144.600.000.000;1.144.300.000.000;1.144.500.000.000;40;SPFB.RTS-12.18;1;12/11/2018;21:47;1.108.100.000.000;1.108.200.000.000;1.107.500.000.000;1.108.000.000.000;564;SPFB.RTS-12.18;1;12/12/2018;21:47;1.124.400.000.000;1.124.700.000.000;1.124.300.000.000;1.124.600.000.000;106
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:48;1.144.600.000.000;1.144.700.000.000;1.144.400.000.000;1.144.500.000.000;73;SPFB.RTS-12.18;1;12/11/2018;21:48;1.107.900.000.000;1.108.600.000.000;1.107.800.000.000;1.108.600.000.000;452;SPFB.RTS-12.18;1;12/12/2018;21:48;1.124.600.000.000;1.124.800.000.000;1.124.500.000.000;1.124.800.000.000;54
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:49;1.144.700.000.000;1.144.900.000.000;1.144.300.000.000;1.144.900.000.000;149;SPFB.RTS-12.18;1;12/11/2018;21:49;1.108.500.000.000;1.109.100.000.000;1.108.300.000.000;1.108.900.000.000;419;SPFB.RTS-12.18;1;12/12/2018;21:49;1.124.800.000.000;1.125.100.000.000;1.124.700.000.000;1.125.000.000.000;121
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:50;1.144.900.000.000;1.146.400.000.000;1.144.900.000.000;1.146.000.000.000;1528;SPFB.RTS-12.18;1;12/11/2018;21:50;1.108.900.000.000;1.109.000.000.000;1.108.500.000.000;1.108.600.000.000;76;SPFB.RTS-12.18;1;12/12/2018;21:50;1.125.000.000.000;1.125.300.000.000;1.125.000.000.000;1.125.300.000.000;63
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:51;1.145.900.000.000;1.148.600.000.000;1.145.800.000.000;1.148.300.000.000;1776;SPFB.RTS-12.18;1;12/11/2018;21:51;1.108.600.000.000;1.109.200.000.000;1.108.600.000.000;1.109.000.000.000;398;SPFB.RTS-12.18;1;12/12/2018;21:51;1.125.300.000.000;1.125.400.000.000;1.125.200.000.000;1.125.200.000.000;67
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:52;1.148.300.000.000;1.148.500.000.000;1.147.500.000.000;1.147.700.000.000;742;SPFB.RTS-12.18;1;12/11/2018;21:52;1.109.100.000.000;1.109.800.000.000;1.109.000.000.000;1.109.700.000.000;400;SPFB.RTS-12.18;1;12/12/2018;21:52;1.125.100.000.000;1.125.100.000.000;1.124.600.000.000;1.124.700.000.000;105
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:53;1.147.600.000.000;1.148.000.000.000;1.147.400.000.000;1.147.800.000.000;338;SPFB.RTS-12.18;1;12/11/2018;21:53;1.109.600.000.000;1.110.000.000.000;1.109.300.000.000;1.110.000.000.000;415;SPFB.RTS-12.18;1;12/12/2018;21:53;1.124.900.000.000;1.125.300.000.000;1.124.900.000.000;1.125.100.000.000;294
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:54;1.147.800.000.000;1.148.100.000.000;1.147.500.000.000;1.148.000.000.000;321;SPFB.RTS-12.18;1;12/11/2018;21:54;1.110.000.000.000;1.111.200.000.000;1.109.800.000.000;1.111.000.000.000;1120;SPFB.RTS-12.18;1;12/12/2018;21:54;1.125.100.000.000;1.125.100.000.000;1.124.800.000.000;1.124.900.000.000;58
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:55;1.148.000.000.000;1.149.000.000.000;1.148.000.000.000;1.148.800.000.000;901;SPFB.RTS-12.18;1;12/11/2018;21:55;1.110.800.000.000;1.111.300.000.000;1.110.800.000.000;1.111.100.000.000;463;SPFB.RTS-12.18;1;12/12/2018;21:55;1.124.900.000.000;1.125.000.000.000;1.124.500.000.000;1.124.700.000.000;175
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:56;1.148.700.000.000;1.149.700.000.000;1.148.700.000.000;1.149.400.000.000;1747;SPFB.RTS-12.18;1;12/11/2018;21:56;1.111.100.000.000;1.111.400.000.000;1.111.100.000.000;1.111.300.000.000;111;SPFB.RTS-12.18;1;12/12/2018;21:56;1.124.600.000.000;1.124.800.000.000;1.124.100.000.000;1.124.100.000.000;322
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:57;1.149.400.000.000;1.149.700.000.000;1.149.000.000.000;1.149.100.000.000;885;SPFB.RTS-12.18;1;12/11/2018;21:57;1.111.200.000.000;1.111.200.000.000;1.110.900.000.000;1.111.000.000.000;196;SPFB.RTS-12.18;1;12/12/2018;21:57;1.124.000.000.000;1.124.400.000.000;1.124.000.000.000;1.124.300.000.000;209
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:58;1.149.100.000.000;1.149.700.000.000;1.149.100.000.000;1.149.200.000.000;1097;SPFB.RTS-12.18;1;12/11/2018;21:58;1.111.000.000.000;1.111.000.000.000;1.110.700.000.000;1.110.900.000.000;189;SPFB.RTS-12.18;1;12/12/2018;21:58;1.124.300.000.000;1.124.500.000.000;1.124.200.000.000;1.124.200.000.000;65
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;21:59;1.149.300.000.000;1.149.300.000.000;1.148.700.000.000;1.148.900.000.000;979;SPFB.RTS-12.18;1;12/11/2018;21:59;1.111.000.000.000;1.111.100.000.000;1.110.600.000.000;1.110.700.000.000;85;SPFB.RTS-12.18;1;12/12/2018;21:59;1.124.200.000.000;1.125.100.000.000;1.124.200.000.000;1.124.900.000.000;244
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;22:00;1.149.000.000.000;1.149.200.000.000;1.148.500.000.000;1.149.200.000.000;438;SPFB.RTS-12.18;1;12/11/2018;22:00;1.110.600.000.000;1.110.700.000.000;1.110.200.000.000;1.110.400.000.000;178;SPFB.RTS-12.18;1;12/12/2018;22:00;1.125.100.000.000;1.125.200.000.000;1.124.900.000.000;1.124.900.000.000;114
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;22:01;1.149.300.000.000;1.149.700.000.000;1.149.000.000.000;1.149.600.000.000;494;SPFB.RTS-12.18;1;12/11/2018;22:01;1.110.300.000.000;1.110.500.000.000;1.110.200.000.000;1.110.400.000.000;134;SPFB.RTS-12.18;1;12/12/2018;22:01;1.124.800.000.000;1.125.000.000.000;1.124.500.000.000;1.124.900.000.000;195
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;22:02;1.149.600.000.000;1.149.900.000.000;1.148.200.000.000;1.148.500.000.000;1209;SPFB.RTS-12.18;1;12/11/2018;22:02;1.110.300.000.000;1.110.700.000.000;1.110.200.000.000;1.110.300.000.000;80;SPFB.RTS-12.18;1;12/12/2018;22:02;1.124.900.000.000;1.125.000.000.000;1.123.800.000.000;1.124.200.000.000;349
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;22:03;1.148.500.000.000;1.148.600.000.000;1.146.400.000.000;1.146.900.000.000;1366;SPFB.RTS-12.18;1;12/11/2018;22:03;1.110.300.000.000;1.110.800.000.000;1.110.200.000.000;1.110.800.000.000;105;SPFB.RTS-12.18;1;12/12/2018;22:03;1.124.000.000.000;1.124.200.000.000;1.123.800.000.000;1.123.800.000.000;116
;;;;;;;;;SPFB.RTS-12.18;1;12/10/2018;22:04;1.146.900.000.000;1.147.500.000.000;1.146.900.000.000;1.147.000.000.000;459;SPFB.RTS-12.18;1;12/11/2018;22:04;1.110.800.000.000;1.110.800.000.000;1.110.400.000.000;1.110.700.000.000;67;SPFB.RTS-12.18;1;12/12/2018;22:04;1.123.900.000.000;1.124.400.000.000;1.123.700.000.000;1.124.200.000.000;194
