<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,07/11/18,10:51,113830.0000000,113870.0000000,113820.0000000,113830.0000000,828
SPFB.RTS-12.18,1,07/11/18,10:52,113850.0000000,113900.0000000,113850.0000000,113890.0000000,523
SPFB.RTS-12.18,1,07/11/18,10:53,113880.0000000,113910.0000000,113870.0000000,113900.0000000,605
SPFB.RTS-12.18,1,07/11/18,10:54,113910.0000000,113930.0000000,113900.0000000,113920.0000000,304
SPFB.RTS-12.18,1,07/11/18,10:55,113930.0000000,113930.0000000,113900.0000000,113910.0000000,339
SPFB.RTS-12.18,1,07/11/18,10:56,113910.0000000,113930.0000000,113880.0000000,113910.0000000,399
SPFB.RTS-12.18,1,07/11/18,10:57,113930.0000000,113960.0000000,113910.0000000,113950.0000000,469
SPFB.RTS-12.18,1,07/11/18,10:58,113940.0000000,113950.0000000,113910.0000000,113920.0000000,220
SPFB.RTS-12.18,1,07/11/18,10:59,113920.0000000,113920.0000000,113850.0000000,113870.0000000,501
SPFB.RTS-12.18,1,07/11/18,11:00,113880.0000000,113890.0000000,113820.0000000,113840.0000000,580
SPFB.RTS-12.18,1,07/11/18,11:01,113840.0000000,114040.0000000,113830.0000000,114010.0000000,2072
SPFB.RTS-12.18,1,07/11/18,11:02,114020.0000000,114110.0000000,114010.0000000,114080.0000000,1443
SPFB.RTS-12.18,1,07/11/18,11:03,114090.0000000,114130.0000000,114070.0000000,114110.0000000,1113
SPFB.RTS-12.18,1,07/11/18,11:04,114120.0000000,114140.0000000,114090.0000000,114120.0000000,934
SPFB.RTS-12.18,1,07/11/18,11:05,114120.0000000,114130.0000000,114060.0000000,114060.0000000,574
SPFB.RTS-12.18,1,07/11/18,11:06,114070.0000000,114090.0000000,114020.0000000,114080.0000000,563
SPFB.RTS-12.18,1,07/11/18,11:07,114080.0000000,114090.0000000,113980.0000000,113990.0000000,1651
SPFB.RTS-12.18,1,07/11/18,11:08,114000.0000000,114100.0000000,113970.0000000,114090.0000000,947
SPFB.RTS-12.18,1,07/11/18,11:09,114090.0000000,114130.0000000,114080.0000000,114100.0000000,426
SPFB.RTS-12.18,1,07/11/18,11:10,114100.0000000,114110.0000000,114020.0000000,114080.0000000,443
SPFB.RTS-12.18,1,07/11/18,11:11,114070.0000000,114070.0000000,114010.0000000,114010.0000000,457
SPFB.RTS-12.18,1,07/11/18,11:12,114030.0000000,114080.0000000,114020.0000000,114080.0000000,267
SPFB.RTS-12.18,1,07/11/18,11:13,114070.0000000,114140.0000000,114070.0000000,114120.0000000,355
SPFB.RTS-12.18,1,07/11/18,11:14,114120.0000000,114180.0000000,114120.0000000,114150.0000000,964
SPFB.RTS-12.18,1,07/11/18,11:15,114150.0000000,114210.0000000,114150.0000000,114210.0000000,788
SPFB.RTS-12.18,1,07/11/18,11:16,114200.0000000,114210.0000000,114120.0000000,114120.0000000,693
SPFB.RTS-12.18,1,07/11/18,11:17,114130.0000000,114160.0000000,114100.0000000,114140.0000000,461
SPFB.RTS-12.18,1,07/11/18,11:18,114140.0000000,114240.0000000,114140.0000000,114240.0000000,630
SPFB.RTS-12.18,1,07/11/18,11:19,114240.0000000,114290.0000000,114200.0000000,114220.0000000,1100
SPFB.RTS-12.18,1,07/11/18,11:20,114220.0000000,114260.0000000,114190.0000000,114210.0000000,497
SPFB.RTS-12.18,1,07/11/18,11:21,114220.0000000,114290.0000000,114200.0000000,114280.0000000,689
SPFB.RTS-12.18,1,07/11/18,11:22,114270.0000000,114370.0000000,114270.0000000,114320.0000000,2002
SPFB.RTS-12.18,1,07/11/18,11:23,114320.0000000,114330.0000000,114260.0000000,114300.0000000,695
SPFB.RTS-12.18,1,07/11/18,11:24,114300.0000000,114310.0000000,114230.0000000,114240.0000000,513
SPFB.RTS-12.18,1,07/11/18,11:25,114240.0000000,114260.0000000,114210.0000000,114220.0000000,307
SPFB.RTS-12.18,1,07/11/18,11:26,114220.0000000,114230.0000000,114180.0000000,114200.0000000,559
SPFB.RTS-12.18,1,07/11/18,11:27,114200.0000000,114210.0000000,114090.0000000,114100.0000000,946
SPFB.RTS-12.18,1,07/11/18,11:28,114110.0000000,114150.0000000,114040.0000000,114100.0000000,831
SPFB.RTS-12.18,1,07/11/18,11:29,114090.0000000,114130.0000000,114070.0000000,114090.0000000,398
SPFB.RTS-12.18,1,07/11/18,11:30,114090.0000000,114170.0000000,114070.0000000,114160.0000000,528
SPFB.RTS-12.18,1,07/11/18,11:31,114160.0000000,114170.0000000,114100.0000000,114120.0000000,360
SPFB.RTS-12.18,1,07/11/18,11:32,114130.0000000,114180.0000000,114120.0000000,114160.0000000,392
SPFB.RTS-12.18,1,07/11/18,11:33,114160.0000000,114260.0000000,114160.0000000,114240.0000000,868
SPFB.RTS-12.18,1,07/11/18,11:34,114240.0000000,114290.0000000,114220.0000000,114250.0000000,506
SPFB.RTS-12.18,1,07/11/18,11:35,114240.0000000,114360.0000000,114220.0000000,114330.0000000,1149
SPFB.RTS-12.18,1,07/11/18,11:36,114330.0000000,114350.0000000,114270.0000000,114280.0000000,692
SPFB.RTS-12.18,1,07/11/18,11:37,114280.0000000,114300.0000000,114250.0000000,114270.0000000,558
SPFB.RTS-12.18,1,07/11/18,11:38,114250.0000000,114310.0000000,114230.0000000,114270.0000000,442
SPFB.RTS-12.18,1,07/11/18,11:39,114280.0000000,114310.0000000,114270.0000000,114300.0000000,330
SPFB.RTS-12.18,1,07/11/18,11:40,114300.0000000,114320.0000000,114270.0000000,114290.0000000,385
SPFB.RTS-12.18,1,07/11/18,11:41,114280.0000000,114320.0000000,114260.0000000,114300.0000000,283
SPFB.RTS-12.18,1,07/11/18,11:42,114300.0000000,114390.0000000,114230.0000000,114380.0000000,1236
SPFB.RTS-12.18,1,07/11/18,11:43,114370.0000000,114470.0000000,114370.0000000,114450.0000000,2023
SPFB.RTS-12.18,1,07/11/18,11:44,114430.0000000,114480.0000000,114420.0000000,114440.0000000,807
SPFB.RTS-12.18,1,07/11/18,11:45,114430.0000000,114520.0000000,114420.0000000,114490.0000000,878
SPFB.RTS-12.18,1,07/11/18,11:46,114480.0000000,114540.0000000,114440.0000000,114500.0000000,1253
SPFB.RTS-12.18,1,07/11/18,11:47,114500.0000000,114540.0000000,114470.0000000,114480.0000000,796
SPFB.RTS-12.18,1,07/11/18,11:48,114490.0000000,114500.0000000,114450.0000000,114450.0000000,451
SPFB.RTS-12.18,1,07/11/18,11:49,114480.0000000,114610.0000000,114480.0000000,114590.0000000,1292
SPFB.RTS-12.18,1,07/11/18,11:50,114580.0000000,114620.0000000,114540.0000000,114570.0000000,756
SPFB.RTS-12.18,1,07/11/18,11:51,114590.0000000,114670.0000000,114550.0000000,114630.0000000,1287
SPFB.RTS-12.18,1,07/11/18,11:52,114630.0000000,114670.0000000,114560.0000000,114570.0000000,803
SPFB.RTS-12.18,1,07/11/18,11:53,114580.0000000,114630.0000000,114560.0000000,114630.0000000,586
SPFB.RTS-12.18,1,07/11/18,11:54,114620.0000000,114690.0000000,114610.0000000,114660.0000000,923
SPFB.RTS-12.18,1,07/11/18,11:55,114670.0000000,114740.0000000,114670.0000000,114740.0000000,1277
SPFB.RTS-12.18,1,07/11/18,11:56,114740.0000000,114820.0000000,114730.0000000,114730.0000000,2029
SPFB.RTS-12.18,1,07/11/18,11:57,114730.0000000,114780.0000000,114680.0000000,114710.0000000,1134
SPFB.RTS-12.18,1,07/11/18,11:58,114710.0000000,114740.0000000,114680.0000000,114690.0000000,861
SPFB.RTS-12.18,1,07/11/18,11:59,114690.0000000,114730.0000000,114680.0000000,114720.0000000,460
SPFB.RTS-12.18,1,07/11/18,12:00,114710.0000000,114730.0000000,114660.0000000,114680.0000000,497
SPFB.RTS-12.18,1,07/11/18,12:01,114680.0000000,114720.0000000,114670.0000000,114690.0000000,1003
SPFB.RTS-12.18,1,07/11/18,12:02,114690.0000000,114720.0000000,114650.0000000,114650.0000000,600
SPFB.RTS-12.18,1,07/11/18,12:03,114650.0000000,114700.0000000,114630.0000000,114690.0000000,543
SPFB.RTS-12.18,1,07/11/18,12:04,114700.0000000,114770.0000000,114690.0000000,114720.0000000,894
SPFB.RTS-12.18,1,07/11/18,12:05,114720.0000000,114920.0000000,114710.0000000,114850.0000000,2302
SPFB.RTS-12.18,1,07/11/18,12:06,114850.0000000,114860.0000000,114770.0000000,114830.0000000,686
SPFB.RTS-12.18,1,07/11/18,12:07,114830.0000000,114900.0000000,114820.0000000,114900.0000000,1164
SPFB.RTS-12.18,1,07/11/18,12:08,114880.0000000,115050.0000000,114870.0000000,115010.0000000,3268
SPFB.RTS-12.18,1,07/11/18,12:09,115000.0000000,115210.0000000,115000.0000000,115160.0000000,6102
SPFB.RTS-12.18,1,07/11/18,12:10,115160.0000000,115240.0000000,115150.0000000,115200.0000000,3304
SPFB.RTS-12.18,1,07/11/18,12:11,115200.0000000,115230.0000000,115100.0000000,115110.0000000,1543
SPFB.RTS-12.18,1,07/11/18,12:12,115110.0000000,115140.0000000,115020.0000000,115040.0000000,1283
SPFB.RTS-12.18,1,07/11/18,12:13,115040.0000000,115060.0000000,114990.0000000,115020.0000000,1682
SPFB.RTS-12.18,1,07/11/18,12:14,115020.0000000,115070.0000000,114990.0000000,115050.0000000,1019
SPFB.RTS-12.18,1,07/11/18,12:15,115050.0000000,115190.0000000,115050.0000000,115190.0000000,1519
SPFB.RTS-12.18,1,07/11/18,12:16,115180.0000000,115220.0000000,115130.0000000,115200.0000000,1730
SPFB.RTS-12.18,1,07/11/18,12:17,115210.0000000,115310.0000000,115210.0000000,115290.0000000,2416
SPFB.RTS-12.18,1,07/11/18,12:18,115290.0000000,115300.0000000,115210.0000000,115230.0000000,1588
SPFB.RTS-12.18,1,07/11/18,12:19,115220.0000000,115260.0000000,115180.0000000,115190.0000000,1623
SPFB.RTS-12.18,1,07/11/18,12:20,115180.0000000,115220.0000000,115170.0000000,115190.0000000,1122
SPFB.RTS-12.18,1,07/11/18,12:21,115200.0000000,115240.0000000,115160.0000000,115180.0000000,1251
SPFB.RTS-12.18,1,07/11/18,12:22,115190.0000000,115200.0000000,115130.0000000,115160.0000000,807
SPFB.RTS-12.18,1,07/11/18,12:23,115160.0000000,115180.0000000,115130.0000000,115140.0000000,463
SPFB.RTS-12.18,1,07/11/18,12:24,115140.0000000,115210.0000000,115130.0000000,115190.0000000,603
SPFB.RTS-12.18,1,07/11/18,12:25,115190.0000000,115250.0000000,115170.0000000,115190.0000000,611
SPFB.RTS-12.18,1,07/11/18,12:26,115190.0000000,115190.0000000,115140.0000000,115160.0000000,891
SPFB.RTS-12.18,1,07/11/18,12:27,115170.0000000,115170.0000000,115090.0000000,115100.0000000,1120
SPFB.RTS-12.18,1,07/11/18,12:28,115100.0000000,115130.0000000,115100.0000000,115130.0000000,607
SPFB.RTS-12.18,1,07/11/18,12:29,115130.0000000,115250.0000000,115120.0000000,115250.0000000,1362
SPFB.RTS-12.18,1,07/11/18,12:30,115250.0000000,115350.0000000,115220.0000000,115310.0000000,2263
SPFB.RTS-12.18,1,07/11/18,12:31,115310.0000000,115390.0000000,115280.0000000,115390.0000000,2038
SPFB.RTS-12.18,1,07/11/18,12:32,115380.0000000,115460.0000000,115370.0000000,115380.0000000,1996
SPFB.RTS-12.18,1,07/11/18,12:33,115390.0000000,115490.0000000,115380.0000000,115460.0000000,2864
SPFB.RTS-12.18,1,07/11/18,12:34,115470.0000000,115700.0000000,115470.0000000,115570.0000000,6890
SPFB.RTS-12.18,1,07/11/18,12:35,115590.0000000,115660.0000000,115550.0000000,115580.0000000,2043
SPFB.RTS-12.18,1,07/11/18,12:36,115580.0000000,115620.0000000,115540.0000000,115560.0000000,1985
SPFB.RTS-12.18,1,07/11/18,12:37,115560.0000000,115630.0000000,115560.0000000,115580.0000000,1411
SPFB.RTS-12.18,1,07/11/18,12:38,115590.0000000,115610.0000000,115530.0000000,115530.0000000,1020
SPFB.RTS-12.18,1,07/11/18,12:39,115540.0000000,115590.0000000,115530.0000000,115560.0000000,873
SPFB.RTS-12.18,1,07/11/18,12:40,115550.0000000,115570.0000000,115510.0000000,115530.0000000,655
SPFB.RTS-12.18,1,07/11/18,12:41,115540.0000000,115580.0000000,115530.0000000,115550.0000000,492
SPFB.RTS-12.18,1,07/11/18,12:42,115550.0000000,115570.0000000,115520.0000000,115550.0000000,968
SPFB.RTS-12.18,1,07/11/18,12:43,115550.0000000,115610.0000000,115540.0000000,115580.0000000,886
SPFB.RTS-12.18,1,07/11/18,12:44,115580.0000000,115590.0000000,115550.0000000,115570.0000000,361
SPFB.RTS-12.18,1,07/11/18,12:45,115560.0000000,115570.0000000,115530.0000000,115550.0000000,198
SPFB.RTS-12.18,1,07/11/18,12:46,115550.0000000,115580.0000000,115520.0000000,115540.0000000,616
SPFB.RTS-12.18,1,07/11/18,12:47,115550.0000000,115550.0000000,115460.0000000,115490.0000000,1284
SPFB.RTS-12.18,1,07/11/18,12:48,115480.0000000,115510.0000000,115480.0000000,115500.0000000,362
SPFB.RTS-12.18,1,07/11/18,12:49,115510.0000000,115610.0000000,115510.0000000,115600.0000000,1930
SPFB.RTS-12.18,1,07/11/18,12:50,115590.0000000,115690.0000000,115590.0000000,115620.0000000,2225
SPFB.RTS-12.18,1,07/11/18,12:51,115620.0000000,115770.0000000,115620.0000000,115760.0000000,2418
SPFB.RTS-12.18,1,07/11/18,12:52,115760.0000000,115810.0000000,115710.0000000,115750.0000000,1987
SPFB.RTS-12.18,1,07/11/18,12:53,115750.0000000,115750.0000000,115690.0000000,115720.0000000,1751
SPFB.RTS-12.18,1,07/11/18,12:54,115710.0000000,115720.0000000,115660.0000000,115680.0000000,784
SPFB.RTS-12.18,1,07/11/18,12:55,115680.0000000,115710.0000000,115640.0000000,115670.0000000,719
SPFB.RTS-12.18,1,07/11/18,12:56,115670.0000000,115750.0000000,115670.0000000,115740.0000000,527
SPFB.RTS-12.18,1,07/11/18,12:57,115740.0000000,115800.0000000,115710.0000000,115780.0000000,658
SPFB.RTS-12.18,1,07/11/18,12:58,115780.0000000,115830.0000000,115760.0000000,115820.0000000,842
SPFB.RTS-12.18,1,07/11/18,12:59,115820.0000000,115970.0000000,115820.0000000,115920.0000000,3939
SPFB.RTS-12.18,1,07/11/18,13:00,115910.0000000,116150.0000000,115910.0000000,116060.0000000,4931
SPFB.RTS-12.18,1,07/11/18,13:01,116070.0000000,116100.0000000,115990.0000000,116020.0000000,1787
SPFB.RTS-12.18,1,07/11/18,13:02,116020.0000000,116030.0000000,115970.0000000,115980.0000000,902
SPFB.RTS-12.18,1,07/11/18,13:03,115980.0000000,116000.0000000,115920.0000000,115960.0000000,1038
SPFB.RTS-12.18,1,07/11/18,13:04,115960.0000000,116000.0000000,115910.0000000,115950.0000000,1240
SPFB.RTS-12.18,1,07/11/18,13:05,115940.0000000,115950.0000000,115890.0000000,115930.0000000,657
SPFB.RTS-12.18,1,07/11/18,13:06,115920.0000000,115990.0000000,115920.0000000,115940.0000000,559
SPFB.RTS-12.18,1,07/11/18,13:07,115930.0000000,116000.0000000,115920.0000000,115990.0000000,715
SPFB.RTS-12.18,1,07/11/18,13:08,115990.0000000,115990.0000000,115900.0000000,115910.0000000,758
SPFB.RTS-12.18,1,07/11/18,13:09,115910.0000000,115980.0000000,115900.0000000,115980.0000000,467
SPFB.RTS-12.18,1,07/11/18,13:10,115980.0000000,116020.0000000,115930.0000000,115980.0000000,1009
SPFB.RTS-12.18,1,07/11/18,13:11,115990.0000000,116080.0000000,115980.0000000,116000.0000000,1087
SPFB.RTS-12.18,1,07/11/18,13:12,115990.0000000,116000.0000000,115950.0000000,115960.0000000,499
SPFB.RTS-12.18,1,07/11/18,13:13,115970.0000000,116000.0000000,115930.0000000,115930.0000000,471
SPFB.RTS-12.18,1,07/11/18,13:14,115930.0000000,116060.0000000,115930.0000000,116050.0000000,516
SPFB.RTS-12.18,1,07/11/18,13:15,116060.0000000,116070.0000000,115970.0000000,116050.0000000,478
SPFB.RTS-12.18,1,07/11/18,13:16,116050.0000000,116250.0000000,116040.0000000,116120.0000000,2955
SPFB.RTS-12.18,1,07/11/18,13:17,116140.0000000,116210.0000000,116080.0000000,116080.0000000,1463
SPFB.RTS-12.18,1,07/11/18,13:18,116100.0000000,116160.0000000,116080.0000000,116120.0000000,921
SPFB.RTS-12.18,1,07/11/18,13:19,116120.0000000,116150.0000000,116090.0000000,116110.0000000,469
SPFB.RTS-12.18,1,07/11/18,13:20,116110.0000000,116160.0000000,116080.0000000,116080.0000000,721
SPFB.RTS-12.18,1,07/11/18,13:21,116090.0000000,116100.0000000,116050.0000000,116050.0000000,364
SPFB.RTS-12.18,1,07/11/18,13:22,116050.0000000,116140.0000000,116040.0000000,116120.0000000,896
SPFB.RTS-12.18,1,07/11/18,13:23,116120.0000000,116130.0000000,116030.0000000,116060.0000000,398
SPFB.RTS-12.18,1,07/11/18,13:24,116060.0000000,116120.0000000,116030.0000000,116050.0000000,471
SPFB.RTS-12.18,1,07/11/18,13:25,116040.0000000,116090.0000000,116000.0000000,116080.0000000,757
SPFB.RTS-12.18,1,07/11/18,13:26,116090.0000000,116110.0000000,116060.0000000,116070.0000000,492
SPFB.RTS-12.18,1,07/11/18,13:27,116060.0000000,116080.0000000,115980.0000000,115980.0000000,588
SPFB.RTS-12.18,1,07/11/18,13:28,115990.0000000,116000.0000000,115920.0000000,115920.0000000,1474
SPFB.RTS-12.18,1,07/11/18,13:29,115930.0000000,116000.0000000,115920.0000000,115980.0000000,684
SPFB.RTS-12.18,1,07/11/18,13:30,115970.0000000,116010.0000000,115940.0000000,115990.0000000,415
SPFB.RTS-12.18,1,07/11/18,13:31,115990.0000000,116010.0000000,115960.0000000,115970.0000000,492
SPFB.RTS-12.18,1,07/11/18,13:32,115990.0000000,116010.0000000,115970.0000000,115990.0000000,504
SPFB.RTS-12.18,1,07/11/18,13:33,115990.0000000,116060.0000000,115980.0000000,116030.0000000,428
SPFB.RTS-12.18,1,07/11/18,13:34,116020.0000000,116060.0000000,115980.0000000,115990.0000000,360
SPFB.RTS-12.18,1,07/11/18,13:35,116000.0000000,116010.0000000,115930.0000000,115940.0000000,475
SPFB.RTS-12.18,1,07/11/18,13:36,115930.0000000,116030.0000000,115930.0000000,116010.0000000,487
SPFB.RTS-12.18,1,07/11/18,13:37,116010.0000000,116020.0000000,115990.0000000,116000.0000000,73
SPFB.RTS-12.18,1,07/11/18,13:38,116020.0000000,116090.0000000,116010.0000000,116080.0000000,381
SPFB.RTS-12.18,1,07/11/18,13:39,116080.0000000,116080.0000000,116000.0000000,116000.0000000,327
SPFB.RTS-12.18,1,07/11/18,13:40,116000.0000000,116090.0000000,115990.0000000,116070.0000000,547
SPFB.RTS-12.18,1,07/11/18,13:41,116070.0000000,116140.0000000,116070.0000000,116130.0000000,1019
SPFB.RTS-12.18,1,07/11/18,13:42,116120.0000000,116150.0000000,116100.0000000,116120.0000000,623
SPFB.RTS-12.18,1,07/11/18,13:43,116130.0000000,116220.0000000,116130.0000000,116170.0000000,1189
SPFB.RTS-12.18,1,07/11/18,13:44,116170.0000000,116220.0000000,116100.0000000,116100.0000000,798
SPFB.RTS-12.18,1,07/11/18,13:45,116100.0000000,116160.0000000,116100.0000000,116160.0000000,363
SPFB.RTS-12.18,1,07/11/18,13:46,116170.0000000,116190.0000000,116100.0000000,116110.0000000,557
SPFB.RTS-12.18,1,07/11/18,13:47,116120.0000000,116170.0000000,116110.0000000,116110.0000000,492
SPFB.RTS-12.18,1,07/11/18,13:48,116120.0000000,116130.0000000,116020.0000000,116060.0000000,594
SPFB.RTS-12.18,1,07/11/18,13:49,116070.0000000,116120.0000000,116060.0000000,116100.0000000,314
SPFB.RTS-12.18,1,07/11/18,13:50,116110.0000000,116180.0000000,116090.0000000,116150.0000000,488
SPFB.RTS-12.18,1,07/11/18,13:51,116150.0000000,116180.0000000,116140.0000000,116140.0000000,415
SPFB.RTS-12.18,1,07/11/18,13:52,116150.0000000,116170.0000000,116090.0000000,116090.0000000,344
SPFB.RTS-12.18,1,07/11/18,13:53,116090.0000000,116120.0000000,116060.0000000,116110.0000000,393
SPFB.RTS-12.18,1,07/11/18,13:54,116110.0000000,116160.0000000,116100.0000000,116130.0000000,182
SPFB.RTS-12.18,1,07/11/18,13:55,116130.0000000,116160.0000000,116090.0000000,116100.0000000,427
SPFB.RTS-12.18,1,07/11/18,13:56,116110.0000000,116130.0000000,116090.0000000,116110.0000000,235
SPFB.RTS-12.18,1,07/11/18,13:57,116100.0000000,116130.0000000,116100.0000000,116110.0000000,187
SPFB.RTS-12.18,1,07/11/18,13:58,116110.0000000,116160.0000000,116100.0000000,116110.0000000,506
SPFB.RTS-12.18,1,07/11/18,13:59,116110.0000000,116160.0000000,116090.0000000,116120.0000000,805
SPFB.RTS-12.18,1,07/11/18,14:00,116110.0000000,116180.0000000,116110.0000000,116160.0000000,1230
SPFB.RTS-12.18,1,07/11/18,14:06,116150.0000000,116150.0000000,115960.0000000,116080.0000000,1741
SPFB.RTS-12.18,1,07/11/18,14:07,116090.0000000,116320.0000000,116070.0000000,116230.0000000,3396
SPFB.RTS-12.18,1,07/11/18,14:08,116220.0000000,116250.0000000,116190.0000000,116200.0000000,417
SPFB.RTS-12.18,1,07/11/18,14:09,116200.0000000,116220.0000000,116130.0000000,116150.0000000,484
SPFB.RTS-12.18,1,07/11/18,14:10,116150.0000000,116190.0000000,116120.0000000,116160.0000000,785
SPFB.RTS-12.18,1,07/11/18,14:11,116160.0000000,116190.0000000,116060.0000000,116080.0000000,680
SPFB.RTS-12.18,1,07/11/18,14:12,116060.0000000,116080.0000000,116010.0000000,116060.0000000,749
SPFB.RTS-12.18,1,07/11/18,14:13,116070.0000000,116090.0000000,116040.0000000,116090.0000000,218
SPFB.RTS-12.18,1,07/11/18,14:14,116090.0000000,116130.0000000,115990.0000000,116010.0000000,1065
SPFB.RTS-12.18,1,07/11/18,14:15,116010.0000000,116070.0000000,116000.0000000,116040.0000000,217
SPFB.RTS-12.18,1,07/11/18,14:16,116040.0000000,116070.0000000,116020.0000000,116030.0000000,411
SPFB.RTS-12.18,1,07/11/18,14:17,116040.0000000,116070.0000000,116020.0000000,116030.0000000,385
SPFB.RTS-12.18,1,07/11/18,14:18,116030.0000000,116070.0000000,116010.0000000,116020.0000000,410
SPFB.RTS-12.18,1,07/11/18,14:19,116030.0000000,116040.0000000,115970.0000000,115990.0000000,821
SPFB.RTS-12.18,1,07/11/18,14:20,115990.0000000,116080.0000000,115960.0000000,116020.0000000,1639
SPFB.RTS-12.18,1,07/11/18,14:21,116030.0000000,116040.0000000,116000.0000000,116040.0000000,207
SPFB.RTS-12.18,1,07/11/18,14:22,116040.0000000,116070.0000000,116020.0000000,116050.0000000,220
SPFB.RTS-12.18,1,07/11/18,14:23,116040.0000000,116040.0000000,116010.0000000,116020.0000000,228
SPFB.RTS-12.18,1,07/11/18,14:24,116020.0000000,116040.0000000,116020.0000000,116020.0000000,71
SPFB.RTS-12.18,1,07/11/18,14:25,116020.0000000,116060.0000000,116000.0000000,116040.0000000,362
SPFB.RTS-12.18,1,07/11/18,14:26,116040.0000000,116050.0000000,116000.0000000,116020.0000000,384
SPFB.RTS-12.18,1,07/11/18,14:27,116030.0000000,116040.0000000,115990.0000000,116000.0000000,847
SPFB.RTS-12.18,1,07/11/18,14:28,116000.0000000,116030.0000000,115980.0000000,116020.0000000,221
SPFB.RTS-12.18,1,07/11/18,14:29,116020.0000000,116050.0000000,116000.0000000,116040.0000000,279
SPFB.RTS-12.18,1,07/11/18,14:30,116030.0000000,116080.0000000,116030.0000000,116070.0000000,330
SPFB.RTS-12.18,1,07/11/18,14:31,116060.0000000,116080.0000000,116040.0000000,116070.0000000,181
SPFB.RTS-12.18,1,07/11/18,14:32,116070.0000000,116070.0000000,116040.0000000,116040.0000000,148
SPFB.RTS-12.18,1,07/11/18,14:33,116060.0000000,116060.0000000,116030.0000000,116040.0000000,190
SPFB.RTS-12.18,1,07/11/18,14:34,116050.0000000,116090.0000000,116050.0000000,116070.0000000,239
SPFB.RTS-12.18,1,07/11/18,14:35,116070.0000000,116120.0000000,116070.0000000,116090.0000000,400
SPFB.RTS-12.18,1,07/11/18,14:36,116080.0000000,116080.0000000,116000.0000000,116000.0000000,540
SPFB.RTS-12.18,1,07/11/18,14:37,116000.0000000,116000.0000000,115950.0000000,115990.0000000,586
SPFB.RTS-12.18,1,07/11/18,14:38,115990.0000000,116060.0000000,115990.0000000,116060.0000000,430
SPFB.RTS-12.18,1,07/11/18,14:39,116060.0000000,116060.0000000,116010.0000000,116040.0000000,385
SPFB.RTS-12.18,1,07/11/18,14:40,116040.0000000,116090.0000000,116030.0000000,116030.0000000,500
SPFB.RTS-12.18,1,07/11/18,14:41,116030.0000000,116070.0000000,116010.0000000,116060.0000000,275
SPFB.RTS-12.18,1,07/11/18,14:42,116060.0000000,116090.0000000,116050.0000000,116060.0000000,128
SPFB.RTS-12.18,1,07/11/18,14:43,116070.0000000,116090.0000000,116070.0000000,116090.0000000,196
SPFB.RTS-12.18,1,07/11/18,14:44,116090.0000000,116140.0000000,116040.0000000,116040.0000000,637
SPFB.RTS-12.18,1,07/11/18,14:45,116060.0000000,116120.0000000,116060.0000000,116100.0000000,621
SPFB.RTS-12.18,1,07/11/18,14:46,116110.0000000,116150.0000000,116080.0000000,116130.0000000,427
SPFB.RTS-12.18,1,07/11/18,14:47,116130.0000000,116170.0000000,116120.0000000,116130.0000000,441
SPFB.RTS-12.18,1,07/11/18,14:48,116140.0000000,116150.0000000,116060.0000000,116080.0000000,481
SPFB.RTS-12.18,1,07/11/18,14:49,116080.0000000,116080.0000000,116030.0000000,116060.0000000,218
SPFB.RTS-12.18,1,07/11/18,14:50,116060.0000000,116090.0000000,116040.0000000,116050.0000000,382
SPFB.RTS-12.18,1,07/11/18,14:51,116060.0000000,116070.0000000,116030.0000000,116030.0000000,178
SPFB.RTS-12.18,1,07/11/18,14:52,116040.0000000,116040.0000000,115970.0000000,115980.0000000,576
SPFB.RTS-12.18,1,07/11/18,14:53,115970.0000000,115990.0000000,115900.0000000,115940.0000000,1331
SPFB.RTS-12.18,1,07/11/18,14:54,115940.0000000,116010.0000000,115930.0000000,115990.0000000,502
SPFB.RTS-12.18,1,07/11/18,14:55,115990.0000000,115990.0000000,115970.0000000,115980.0000000,115
SPFB.RTS-12.18,1,07/11/18,14:56,115970.0000000,115980.0000000,115920.0000000,115960.0000000,346
SPFB.RTS-12.18,1,07/11/18,14:57,115960.0000000,116020.0000000,115950.0000000,116020.0000000,653
SPFB.RTS-12.18,1,07/11/18,14:58,116010.0000000,116010.0000000,115980.0000000,116000.0000000,168
SPFB.RTS-12.18,1,07/11/18,14:59,116000.0000000,116010.0000000,115940.0000000,115950.0000000,198
SPFB.RTS-12.18,1,07/11/18,15:00,115950.0000000,115960.0000000,115910.0000000,115930.0000000,726
SPFB.RTS-12.18,1,07/11/18,15:01,115930.0000000,115980.0000000,115900.0000000,115970.0000000,1011
SPFB.RTS-12.18,1,07/11/18,15:02,115970.0000000,116020.0000000,115970.0000000,116010.0000000,331
SPFB.RTS-12.18,1,07/11/18,15:03,116010.0000000,116030.0000000,115970.0000000,116000.0000000,275
SPFB.RTS-12.18,1,07/11/18,15:04,116010.0000000,116040.0000000,116000.0000000,116030.0000000,258
SPFB.RTS-12.18,1,07/11/18,15:05,116030.0000000,116030.0000000,115980.0000000,115980.0000000,79
SPFB.RTS-12.18,1,07/11/18,15:06,115990.0000000,116010.0000000,115980.0000000,116000.0000000,120
SPFB.RTS-12.18,1,07/11/18,15:07,116000.0000000,116010.0000000,115970.0000000,116010.0000000,208
