<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,18/09/18,22:25,110310.0000000,110310.0000000,110280.0000000,110310.0000000,20
SPFB.RTS-12.18,1,18/09/18,22:26,110310.0000000,110310.0000000,110280.0000000,110280.0000000,15
SPFB.RTS-12.18,1,18/09/18,22:27,110290.0000000,110300.0000000,110290.0000000,110300.0000000,2
SPFB.RTS-12.18,1,18/09/18,22:30,110290.0000000,110330.0000000,110290.0000000,110310.0000000,27
SPFB.RTS-12.18,1,18/09/18,22:31,110310.0000000,110320.0000000,110280.0000000,110280.0000000,30
SPFB.RTS-12.18,1,18/09/18,22:32,110310.0000000,110310.0000000,110310.0000000,110310.0000000,2
SPFB.RTS-12.18,1,18/09/18,22:33,110270.0000000,110290.0000000,110260.0000000,110290.0000000,72
SPFB.RTS-12.18,1,18/09/18,22:34,110300.0000000,110310.0000000,110300.0000000,110300.0000000,7
SPFB.RTS-12.18,1,18/09/18,22:35,110270.0000000,110290.0000000,110240.0000000,110250.0000000,78
SPFB.RTS-12.18,1,18/09/18,22:36,110230.0000000,110240.0000000,110200.0000000,110230.0000000,33
SPFB.RTS-12.18,1,18/09/18,22:37,110200.0000000,110280.0000000,110200.0000000,110210.0000000,47
SPFB.RTS-12.18,1,18/09/18,22:39,110260.0000000,110260.0000000,110250.0000000,110250.0000000,2
SPFB.RTS-12.18,1,18/09/18,22:40,110280.0000000,110280.0000000,110240.0000000,110240.0000000,24
SPFB.RTS-12.18,1,18/09/18,22:41,110240.0000000,110260.0000000,110240.0000000,110260.0000000,32
SPFB.RTS-12.18,1,18/09/18,22:46,110220.0000000,110240.0000000,110180.0000000,110180.0000000,43
SPFB.RTS-12.18,1,18/09/18,22:47,110170.0000000,110210.0000000,110160.0000000,110180.0000000,33
SPFB.RTS-12.18,1,18/09/18,22:48,110220.0000000,110220.0000000,110190.0000000,110190.0000000,5
SPFB.RTS-12.18,1,18/09/18,22:49,110230.0000000,110240.0000000,110230.0000000,110230.0000000,6
SPFB.RTS-12.18,1,18/09/18,22:50,110240.0000000,110260.0000000,110210.0000000,110210.0000000,62
SPFB.RTS-12.18,1,18/09/18,22:51,110210.0000000,110210.0000000,110210.0000000,110210.0000000,1
SPFB.RTS-12.18,1,18/09/18,22:52,110210.0000000,110210.0000000,110210.0000000,110210.0000000,10
SPFB.RTS-12.18,1,18/09/18,22:53,110230.0000000,110230.0000000,110230.0000000,110230.0000000,1
SPFB.RTS-12.18,1,18/09/18,22:55,110230.0000000,110230.0000000,110230.0000000,110230.0000000,6
SPFB.RTS-12.18,1,18/09/18,22:56,110210.0000000,110210.0000000,110190.0000000,110190.0000000,21
SPFB.RTS-12.18,1,18/09/18,22:57,110240.0000000,110260.0000000,110200.0000000,110200.0000000,53
SPFB.RTS-12.18,1,18/09/18,22:58,110200.0000000,110220.0000000,110150.0000000,110210.0000000,52
SPFB.RTS-12.18,1,18/09/18,22:59,110200.0000000,110240.0000000,110200.0000000,110220.0000000,59
SPFB.RTS-12.18,1,18/09/18,23:00,110240.0000000,110300.0000000,110240.0000000,110280.0000000,126
SPFB.RTS-12.18,1,18/09/18,23:01,110250.0000000,110260.0000000,110200.0000000,110210.0000000,60
SPFB.RTS-12.18,1,18/09/18,23:03,110240.0000000,110300.0000000,110240.0000000,110300.0000000,16
SPFB.RTS-12.18,1,18/09/18,23:04,110300.0000000,110310.0000000,110300.0000000,110310.0000000,14
SPFB.RTS-12.18,1,18/09/18,23:05,110320.0000000,110360.0000000,110290.0000000,110290.0000000,55
SPFB.RTS-12.18,1,18/09/18,23:06,110340.0000000,110340.0000000,110340.0000000,110340.0000000,3
SPFB.RTS-12.18,1,18/09/18,23:07,110330.0000000,110330.0000000,110330.0000000,110330.0000000,2
SPFB.RTS-12.18,1,18/09/18,23:08,110320.0000000,110320.0000000,110320.0000000,110320.0000000,2
SPFB.RTS-12.18,1,18/09/18,23:09,110340.0000000,110420.0000000,110340.0000000,110410.0000000,139
SPFB.RTS-12.18,1,18/09/18,23:10,110400.0000000,110400.0000000,110400.0000000,110400.0000000,1
SPFB.RTS-12.18,1,18/09/18,23:11,110410.0000000,110410.0000000,110390.0000000,110390.0000000,3
SPFB.RTS-12.18,1,18/09/18,23:12,110400.0000000,110420.0000000,110380.0000000,110380.0000000,10
SPFB.RTS-12.18,1,18/09/18,23:13,110380.0000000,110380.0000000,110340.0000000,110340.0000000,29
SPFB.RTS-12.18,1,18/09/18,23:14,110370.0000000,110380.0000000,110370.0000000,110380.0000000,5
SPFB.RTS-12.18,1,18/09/18,23:15,110360.0000000,110360.0000000,110350.0000000,110350.0000000,10
SPFB.RTS-12.18,1,18/09/18,23:16,110340.0000000,110340.0000000,110330.0000000,110330.0000000,11
SPFB.RTS-12.18,1,18/09/18,23:17,110350.0000000,110360.0000000,110340.0000000,110340.0000000,9
SPFB.RTS-12.18,1,18/09/18,23:19,110350.0000000,110390.0000000,110350.0000000,110350.0000000,10
SPFB.RTS-12.18,1,18/09/18,23:20,110370.0000000,110370.0000000,110340.0000000,110340.0000000,17
SPFB.RTS-12.18,1,18/09/18,23:21,110330.0000000,110330.0000000,110320.0000000,110320.0000000,12
SPFB.RTS-12.18,1,18/09/18,23:22,110320.0000000,110350.0000000,110320.0000000,110350.0000000,7
SPFB.RTS-12.18,1,18/09/18,23:23,110350.0000000,110350.0000000,110310.0000000,110310.0000000,26
SPFB.RTS-12.18,1,18/09/18,23:24,110340.0000000,110350.0000000,110310.0000000,110310.0000000,16
SPFB.RTS-12.18,1,18/09/18,23:25,110340.0000000,110340.0000000,110310.0000000,110310.0000000,3
SPFB.RTS-12.18,1,18/09/18,23:26,110300.0000000,110310.0000000,110300.0000000,110310.0000000,2
SPFB.RTS-12.18,1,18/09/18,23:27,110310.0000000,110310.0000000,110310.0000000,110310.0000000,1
SPFB.RTS-12.18,1,18/09/18,23:28,110350.0000000,110380.0000000,110320.0000000,110320.0000000,37
SPFB.RTS-12.18,1,18/09/18,23:29,110350.0000000,110360.0000000,110350.0000000,110360.0000000,6
SPFB.RTS-12.18,1,18/09/18,23:30,110340.0000000,110400.0000000,110340.0000000,110400.0000000,9
SPFB.RTS-12.18,1,18/09/18,23:31,110390.0000000,110400.0000000,110290.0000000,110340.0000000,33
SPFB.RTS-12.18,1,18/09/18,23:32,110250.0000000,110300.0000000,110240.0000000,110300.0000000,8
SPFB.RTS-12.18,1,18/09/18,23:33,110260.0000000,110260.0000000,110240.0000000,110240.0000000,15
SPFB.RTS-12.18,1,18/09/18,23:35,110250.0000000,110250.0000000,110250.0000000,110250.0000000,2
SPFB.RTS-12.18,1,18/09/18,23:36,110260.0000000,110260.0000000,110220.0000000,110220.0000000,21
SPFB.RTS-12.18,1,18/09/18,23:37,110260.0000000,110270.0000000,110240.0000000,110270.0000000,14
SPFB.RTS-12.18,1,18/09/18,23:38,110280.0000000,110280.0000000,110280.0000000,110280.0000000,3
SPFB.RTS-12.18,1,18/09/18,23:39,110270.0000000,110270.0000000,110240.0000000,110240.0000000,16
SPFB.RTS-12.18,1,18/09/18,23:40,110260.0000000,110320.0000000,110250.0000000,110300.0000000,21
SPFB.RTS-12.18,1,18/09/18,23:41,110330.0000000,110370.0000000,110330.0000000,110350.0000000,41
SPFB.RTS-12.18,1,18/09/18,23:42,110350.0000000,110350.0000000,110330.0000000,110330.0000000,16
SPFB.RTS-12.18,1,18/09/18,23:44,110350.0000000,110450.0000000,110350.0000000,110400.0000000,23
SPFB.RTS-12.18,1,18/09/18,23:45,110410.0000000,110470.0000000,110380.0000000,110470.0000000,48
SPFB.RTS-12.18,1,18/09/18,23:46,110430.0000000,110640.0000000,110430.0000000,110540.0000000,287
SPFB.RTS-12.18,1,18/09/18,23:47,110510.0000000,110530.0000000,110360.0000000,110500.0000000,123
SPFB.RTS-12.18,1,18/09/18,23:48,110490.0000000,110500.0000000,110470.0000000,110500.0000000,4
SPFB.RTS-12.18,1,18/09/18,23:49,110460.0000000,110460.0000000,110460.0000000,110460.0000000,1
SPFB.RTS-12.18,1,18/09/18,23:50,110460.0000000,110460.0000000,110350.0000000,110350.0000000,39
SPFB.RTS-12.18,1,19/09/18,10:01,110590.0000000,111090.0000000,110590.0000000,111070.0000000,1196
SPFB.RTS-12.18,1,19/09/18,10:02,111070.0000000,111260.0000000,111040.0000000,111250.0000000,1022
SPFB.RTS-12.18,1,19/09/18,10:03,111280.0000000,111310.0000000,110940.0000000,111100.0000000,882
SPFB.RTS-12.18,1,19/09/18,10:04,111120.0000000,111200.0000000,111060.0000000,111200.0000000,289
SPFB.RTS-12.18,1,19/09/18,10:05,111190.0000000,111200.0000000,111130.0000000,111190.0000000,446
SPFB.RTS-12.18,1,19/09/18,10:06,111180.0000000,111250.0000000,111150.0000000,111200.0000000,467
SPFB.RTS-12.18,1,19/09/18,10:07,111190.0000000,111270.0000000,111190.0000000,111250.0000000,151
SPFB.RTS-12.18,1,19/09/18,10:08,111250.0000000,111400.0000000,111250.0000000,111370.0000000,817
SPFB.RTS-12.18,1,19/09/18,10:09,111370.0000000,111470.0000000,111340.0000000,111430.0000000,671
SPFB.RTS-12.18,1,19/09/18,10:10,111450.0000000,111500.0000000,111440.0000000,111480.0000000,491
SPFB.RTS-12.18,1,19/09/18,10:11,111470.0000000,111490.0000000,111380.0000000,111380.0000000,1165
SPFB.RTS-12.18,1,19/09/18,10:12,111380.0000000,111410.0000000,111340.0000000,111410.0000000,602
SPFB.RTS-12.18,1,19/09/18,10:13,111410.0000000,111410.0000000,111270.0000000,111310.0000000,487
SPFB.RTS-12.18,1,19/09/18,10:14,111320.0000000,111320.0000000,111260.0000000,111310.0000000,190
SPFB.RTS-12.18,1,19/09/18,10:15,111300.0000000,111410.0000000,111290.0000000,111400.0000000,207
SPFB.RTS-12.18,1,19/09/18,10:16,111410.0000000,111420.0000000,111300.0000000,111320.0000000,210
SPFB.RTS-12.18,1,19/09/18,10:17,111320.0000000,111330.0000000,111230.0000000,111300.0000000,523
SPFB.RTS-12.18,1,19/09/18,10:18,111300.0000000,111310.0000000,111210.0000000,111210.0000000,172
SPFB.RTS-12.18,1,19/09/18,10:19,111200.0000000,111230.0000000,111160.0000000,111230.0000000,301
SPFB.RTS-12.18,1,19/09/18,10:20,111210.0000000,111220.0000000,111180.0000000,111190.0000000,192
SPFB.RTS-12.18,1,19/09/18,10:21,111200.0000000,111310.0000000,111180.0000000,111310.0000000,386
SPFB.RTS-12.18,1,19/09/18,10:22,111290.0000000,111310.0000000,111270.0000000,111300.0000000,423
SPFB.RTS-12.18,1,19/09/18,10:23,111300.0000000,111440.0000000,111280.0000000,111410.0000000,301
SPFB.RTS-12.18,1,19/09/18,10:24,111410.0000000,111460.0000000,111380.0000000,111400.0000000,342
SPFB.RTS-12.18,1,19/09/18,10:25,111390.0000000,111410.0000000,111360.0000000,111400.0000000,110
SPFB.RTS-12.18,1,19/09/18,10:26,111410.0000000,111410.0000000,111270.0000000,111280.0000000,282
SPFB.RTS-12.18,1,19/09/18,10:27,111270.0000000,111270.0000000,111160.0000000,111170.0000000,256
SPFB.RTS-12.18,1,19/09/18,10:28,111180.0000000,111210.0000000,111120.0000000,111210.0000000,255
SPFB.RTS-12.18,1,19/09/18,10:29,111210.0000000,111300.0000000,111200.0000000,111270.0000000,310
SPFB.RTS-12.18,1,19/09/18,10:30,111270.0000000,111310.0000000,111240.0000000,111300.0000000,367
SPFB.RTS-12.18,1,19/09/18,10:31,111300.0000000,111300.0000000,111250.0000000,111260.0000000,145
SPFB.RTS-12.18,1,19/09/18,10:32,111260.0000000,111360.0000000,111260.0000000,111350.0000000,183
SPFB.RTS-12.18,1,19/09/18,10:33,111360.0000000,111390.0000000,111260.0000000,111280.0000000,292
SPFB.RTS-12.18,1,19/09/18,10:34,111270.0000000,111290.0000000,111250.0000000,111250.0000000,135
SPFB.RTS-12.18,1,19/09/18,10:35,111260.0000000,111270.0000000,111220.0000000,111240.0000000,216
SPFB.RTS-12.18,1,19/09/18,10:36,111250.0000000,111270.0000000,111210.0000000,111270.0000000,130
SPFB.RTS-12.18,1,19/09/18,10:37,111270.0000000,111320.0000000,111270.0000000,111310.0000000,284
SPFB.RTS-12.18,1,19/09/18,10:38,111300.0000000,111320.0000000,111280.0000000,111280.0000000,166
SPFB.RTS-12.18,1,19/09/18,10:39,111270.0000000,111290.0000000,111230.0000000,111250.0000000,234
SPFB.RTS-12.18,1,19/09/18,10:40,111250.0000000,111260.0000000,111230.0000000,111260.0000000,49
SPFB.RTS-12.18,1,19/09/18,10:41,111260.0000000,111260.0000000,111200.0000000,111210.0000000,187
SPFB.RTS-12.18,1,19/09/18,10:42,111200.0000000,111200.0000000,111150.0000000,111190.0000000,265
SPFB.RTS-12.18,1,19/09/18,10:43,111190.0000000,111210.0000000,111180.0000000,111190.0000000,279
SPFB.RTS-12.18,1,19/09/18,10:44,111180.0000000,111200.0000000,111170.0000000,111170.0000000,218
SPFB.RTS-12.18,1,19/09/18,10:45,111160.0000000,111230.0000000,111140.0000000,111230.0000000,269
SPFB.RTS-12.18,1,19/09/18,10:46,111240.0000000,111240.0000000,111100.0000000,111190.0000000,1060
SPFB.RTS-12.18,1,19/09/18,10:47,111180.0000000,111220.0000000,111140.0000000,111140.0000000,260
SPFB.RTS-12.18,1,19/09/18,10:48,111160.0000000,111220.0000000,111090.0000000,111170.0000000,726
SPFB.RTS-12.18,1,19/09/18,10:49,111180.0000000,111220.0000000,111150.0000000,111190.0000000,208
SPFB.RTS-12.18,1,19/09/18,10:50,111180.0000000,111180.0000000,111120.0000000,111170.0000000,397
SPFB.RTS-12.18,1,19/09/18,10:51,111180.0000000,111180.0000000,111130.0000000,111150.0000000,223
SPFB.RTS-12.18,1,19/09/18,10:52,111170.0000000,111180.0000000,111110.0000000,111130.0000000,180
SPFB.RTS-12.18,1,19/09/18,10:53,111130.0000000,111160.0000000,111060.0000000,111100.0000000,523
SPFB.RTS-12.18,1,19/09/18,10:54,111100.0000000,111110.0000000,111080.0000000,111090.0000000,213
SPFB.RTS-12.18,1,19/09/18,10:55,111100.0000000,111190.0000000,111090.0000000,111180.0000000,222
SPFB.RTS-12.18,1,19/09/18,10:56,111180.0000000,111370.0000000,111180.0000000,111340.0000000,653
SPFB.RTS-12.18,1,19/09/18,10:57,111340.0000000,111340.0000000,111280.0000000,111300.0000000,279
SPFB.RTS-12.18,1,19/09/18,10:58,111300.0000000,111310.0000000,111270.0000000,111290.0000000,239
SPFB.RTS-12.18,1,19/09/18,10:59,111300.0000000,111680.0000000,111300.0000000,111580.0000000,3450
SPFB.RTS-12.18,1,19/09/18,11:00,111580.0000000,111600.0000000,111520.0000000,111550.0000000,396
SPFB.RTS-12.18,1,19/09/18,11:01,111560.0000000,111630.0000000,111510.0000000,111510.0000000,624
SPFB.RTS-12.18,1,19/09/18,11:02,111520.0000000,111530.0000000,111450.0000000,111500.0000000,653
SPFB.RTS-12.18,1,19/09/18,11:03,111480.0000000,111510.0000000,111420.0000000,111430.0000000,339
SPFB.RTS-12.18,1,19/09/18,11:04,111440.0000000,111480.0000000,111410.0000000,111470.0000000,326
SPFB.RTS-12.18,1,19/09/18,11:05,111470.0000000,111680.0000000,111470.0000000,111620.0000000,917
SPFB.RTS-12.18,1,19/09/18,11:06,111630.0000000,111750.0000000,111570.0000000,111680.0000000,750
SPFB.RTS-12.18,1,19/09/18,11:07,111670.0000000,111780.0000000,111610.0000000,111700.0000000,1410
SPFB.RTS-12.18,1,19/09/18,11:08,111700.0000000,111710.0000000,111630.0000000,111690.0000000,274
SPFB.RTS-12.18,1,19/09/18,11:09,111680.0000000,111690.0000000,111660.0000000,111660.0000000,161
SPFB.RTS-12.18,1,19/09/18,11:10,111680.0000000,111690.0000000,111620.0000000,111620.0000000,239
SPFB.RTS-12.18,1,19/09/18,11:11,111630.0000000,111640.0000000,111590.0000000,111640.0000000,248
SPFB.RTS-12.18,1,19/09/18,11:12,111640.0000000,111730.0000000,111640.0000000,111700.0000000,460
SPFB.RTS-12.18,1,19/09/18,11:13,111700.0000000,111720.0000000,111650.0000000,111670.0000000,298
SPFB.RTS-12.18,1,19/09/18,11:14,111670.0000000,111700.0000000,111650.0000000,111690.0000000,311
SPFB.RTS-12.18,1,19/09/18,11:15,111700.0000000,111730.0000000,111680.0000000,111700.0000000,403
SPFB.RTS-12.18,1,19/09/18,11:16,111700.0000000,111710.0000000,111670.0000000,111680.0000000,218
SPFB.RTS-12.18,1,19/09/18,11:17,111680.0000000,111710.0000000,111660.0000000,111660.0000000,208
SPFB.RTS-12.18,1,19/09/18,11:18,111680.0000000,111690.0000000,111640.0000000,111660.0000000,176
SPFB.RTS-12.18,1,19/09/18,11:19,111660.0000000,111700.0000000,111650.0000000,111660.0000000,286
SPFB.RTS-12.18,1,19/09/18,11:20,111670.0000000,111710.0000000,111670.0000000,111670.0000000,175
SPFB.RTS-12.18,1,19/09/18,11:21,111680.0000000,111680.0000000,111620.0000000,111640.0000000,302
SPFB.RTS-12.18,1,19/09/18,11:22,111640.0000000,111650.0000000,111620.0000000,111650.0000000,193
SPFB.RTS-12.18,1,19/09/18,11:23,111650.0000000,111660.0000000,111630.0000000,111660.0000000,237
SPFB.RTS-12.18,1,19/09/18,11:24,111660.0000000,111670.0000000,111650.0000000,111650.0000000,178
SPFB.RTS-12.18,1,19/09/18,11:25,111660.0000000,111660.0000000,111630.0000000,111650.0000000,217
SPFB.RTS-12.18,1,19/09/18,11:26,111650.0000000,111650.0000000,111540.0000000,111560.0000000,392
SPFB.RTS-12.18,1,19/09/18,11:27,111580.0000000,111590.0000000,111530.0000000,111570.0000000,305
SPFB.RTS-12.18,1,19/09/18,11:28,111580.0000000,111790.0000000,111570.0000000,111780.0000000,554
SPFB.RTS-12.18,1,19/09/18,11:29,111790.0000000,111950.0000000,111760.0000000,111910.0000000,1102
SPFB.RTS-12.18,1,19/09/18,11:30,111910.0000000,111960.0000000,111860.0000000,111930.0000000,835
SPFB.RTS-12.18,1,19/09/18,11:31,111950.0000000,111960.0000000,111860.0000000,111860.0000000,329
SPFB.RTS-12.18,1,19/09/18,11:32,111860.0000000,111860.0000000,111810.0000000,111820.0000000,189
SPFB.RTS-12.18,1,19/09/18,11:33,111820.0000000,111840.0000000,111780.0000000,111800.0000000,179
SPFB.RTS-12.18,1,19/09/18,11:34,111800.0000000,111840.0000000,111780.0000000,111840.0000000,220
SPFB.RTS-12.18,1,19/09/18,11:35,111840.0000000,111870.0000000,111780.0000000,111840.0000000,370
SPFB.RTS-12.18,1,19/09/18,11:36,111820.0000000,111840.0000000,111770.0000000,111800.0000000,279
SPFB.RTS-12.18,1,19/09/18,11:37,111800.0000000,111830.0000000,111770.0000000,111780.0000000,260
SPFB.RTS-12.18,1,19/09/18,11:38,111770.0000000,111790.0000000,111750.0000000,111790.0000000,194
SPFB.RTS-12.18,1,19/09/18,11:39,111790.0000000,111850.0000000,111770.0000000,111850.0000000,327
SPFB.RTS-12.18,1,19/09/18,11:40,111830.0000000,111890.0000000,111830.0000000,111870.0000000,317
SPFB.RTS-12.18,1,19/09/18,11:41,111880.0000000,111890.0000000,111820.0000000,111850.0000000,285
SPFB.RTS-12.18,1,19/09/18,11:42,111850.0000000,111860.0000000,111820.0000000,111840.0000000,333
SPFB.RTS-12.18,1,19/09/18,11:43,111850.0000000,111870.0000000,111810.0000000,111820.0000000,387
SPFB.RTS-12.18,1,19/09/18,11:44,111820.0000000,111830.0000000,111810.0000000,111810.0000000,279
SPFB.RTS-12.18,1,19/09/18,11:45,111820.0000000,111840.0000000,111800.0000000,111810.0000000,325
SPFB.RTS-12.18,1,19/09/18,11:46,111820.0000000,111850.0000000,111800.0000000,111840.0000000,272
SPFB.RTS-12.18,1,19/09/18,11:47,111840.0000000,111850.0000000,111800.0000000,111830.0000000,253
SPFB.RTS-12.18,1,19/09/18,11:48,111840.0000000,111910.0000000,111830.0000000,111910.0000000,253
SPFB.RTS-12.18,1,19/09/18,11:49,111900.0000000,111950.0000000,111890.0000000,111910.0000000,309
SPFB.RTS-12.18,1,19/09/18,11:50,111910.0000000,111910.0000000,111870.0000000,111870.0000000,211
SPFB.RTS-12.18,1,19/09/18,11:51,111880.0000000,112000.0000000,111880.0000000,111990.0000000,941
SPFB.RTS-12.18,1,19/09/18,11:52,112000.0000000,112030.0000000,111970.0000000,112010.0000000,544
SPFB.RTS-12.18,1,19/09/18,11:53,112010.0000000,112030.0000000,111970.0000000,112010.0000000,346
SPFB.RTS-12.18,1,19/09/18,11:54,112010.0000000,112010.0000000,111980.0000000,111990.0000000,284
SPFB.RTS-12.18,1,19/09/18,11:55,112000.0000000,112120.0000000,111970.0000000,112080.0000000,926
SPFB.RTS-12.18,1,19/09/18,11:56,112080.0000000,112120.0000000,112060.0000000,112090.0000000,411
SPFB.RTS-12.18,1,19/09/18,11:57,112080.0000000,112140.0000000,112080.0000000,112120.0000000,247
SPFB.RTS-12.18,1,19/09/18,11:58,112130.0000000,112130.0000000,112090.0000000,112090.0000000,399
SPFB.RTS-12.18,1,19/09/18,11:59,112080.0000000,112120.0000000,112080.0000000,112110.0000000,284
SPFB.RTS-12.18,1,19/09/18,12:00,112120.0000000,112130.0000000,112020.0000000,112050.0000000,430
SPFB.RTS-12.18,1,19/09/18,12:01,112060.0000000,112090.0000000,112000.0000000,112000.0000000,662
SPFB.RTS-12.18,1,19/09/18,12:02,112000.0000000,112040.0000000,111980.0000000,112020.0000000,485
SPFB.RTS-12.18,1,19/09/18,12:03,112030.0000000,112030.0000000,111970.0000000,112000.0000000,439
SPFB.RTS-12.18,1,19/09/18,12:04,112000.0000000,112010.0000000,111960.0000000,111990.0000000,274
SPFB.RTS-12.18,1,19/09/18,12:05,112000.0000000,112010.0000000,111920.0000000,111950.0000000,488
SPFB.RTS-12.18,1,19/09/18,12:06,111970.0000000,111990.0000000,111950.0000000,111980.0000000,220
SPFB.RTS-12.18,1,19/09/18,12:07,111990.0000000,112010.0000000,111980.0000000,112010.0000000,304
SPFB.RTS-12.18,1,19/09/18,12:08,112020.0000000,112020.0000000,111980.0000000,111980.0000000,278
SPFB.RTS-12.18,1,19/09/18,12:09,111990.0000000,112010.0000000,111980.0000000,112010.0000000,171
SPFB.RTS-12.18,1,19/09/18,12:10,112010.0000000,112020.0000000,111990.0000000,112000.0000000,243
SPFB.RTS-12.18,1,19/09/18,12:11,112000.0000000,112010.0000000,111950.0000000,111950.0000000,246
SPFB.RTS-12.18,1,19/09/18,12:12,111970.0000000,111980.0000000,111940.0000000,111950.0000000,251
SPFB.RTS-12.18,1,19/09/18,12:13,111950.0000000,112030.0000000,111940.0000000,111990.0000000,291
SPFB.RTS-12.18,1,19/09/18,12:14,111990.0000000,112040.0000000,111970.0000000,111980.0000000,435
SPFB.RTS-12.18,1,19/09/18,12:15,111980.0000000,112000.0000000,111960.0000000,111960.0000000,346
SPFB.RTS-12.18,1,19/09/18,12:16,111990.0000000,112000.0000000,111950.0000000,111970.0000000,179
SPFB.RTS-12.18,1,19/09/18,12:17,111980.0000000,111990.0000000,111940.0000000,111960.0000000,195
SPFB.RTS-12.18,1,19/09/18,12:18,111950.0000000,111970.0000000,111940.0000000,111940.0000000,239
SPFB.RTS-12.18,1,19/09/18,12:19,111940.0000000,111960.0000000,111930.0000000,111940.0000000,175
SPFB.RTS-12.18,1,19/09/18,12:20,111940.0000000,111950.0000000,111920.0000000,111940.0000000,171
SPFB.RTS-12.18,1,19/09/18,12:21,111950.0000000,111970.0000000,111910.0000000,111920.0000000,400
SPFB.RTS-12.18,1,19/09/18,12:22,111920.0000000,111920.0000000,111900.0000000,111910.0000000,498
SPFB.RTS-12.18,1,19/09/18,12:23,111900.0000000,111910.0000000,111830.0000000,111860.0000000,551
SPFB.RTS-12.18,1,19/09/18,12:24,111860.0000000,111880.0000000,111840.0000000,111850.0000000,403
SPFB.RTS-12.18,1,19/09/18,12:25,111850.0000000,111930.0000000,111850.0000000,111900.0000000,486
SPFB.RTS-12.18,1,19/09/18,12:26,111910.0000000,111930.0000000,111870.0000000,111880.0000000,399
SPFB.RTS-12.18,1,19/09/18,12:27,111880.0000000,111890.0000000,111840.0000000,111840.0000000,400
SPFB.RTS-12.18,1,19/09/18,12:28,111850.0000000,111870.0000000,111800.0000000,111820.0000000,382
SPFB.RTS-12.18,1,19/09/18,12:29,111820.0000000,111840.0000000,111800.0000000,111810.0000000,247
SPFB.RTS-12.18,1,19/09/18,12:30,111820.0000000,111830.0000000,111800.0000000,111800.0000000,232
SPFB.RTS-12.18,1,19/09/18,12:31,111800.0000000,111850.0000000,111800.0000000,111830.0000000,392
SPFB.RTS-12.18,1,19/09/18,12:32,111830.0000000,111880.0000000,111820.0000000,111840.0000000,480
SPFB.RTS-12.18,1,19/09/18,12:33,111840.0000000,111870.0000000,111820.0000000,111860.0000000,253
SPFB.RTS-12.18,1,19/09/18,12:34,111870.0000000,111910.0000000,111850.0000000,111870.0000000,346
SPFB.RTS-12.18,1,19/09/18,12:35,111860.0000000,111950.0000000,111860.0000000,111900.0000000,263
SPFB.RTS-12.18,1,19/09/18,12:36,111900.0000000,111920.0000000,111860.0000000,111890.0000000,300
SPFB.RTS-12.18,1,19/09/18,12:37,111900.0000000,111910.0000000,111850.0000000,111890.0000000,191
SPFB.RTS-12.18,1,19/09/18,12:38,111900.0000000,111910.0000000,111870.0000000,111900.0000000,199
SPFB.RTS-12.18,1,19/09/18,12:39,111900.0000000,111910.0000000,111880.0000000,111890.0000000,406
SPFB.RTS-12.18,1,19/09/18,12:40,111890.0000000,111890.0000000,111840.0000000,111870.0000000,249
SPFB.RTS-12.18,1,19/09/18,12:41,111880.0000000,111890.0000000,111850.0000000,111870.0000000,190
SPFB.RTS-12.18,1,19/09/18,12:42,111870.0000000,111890.0000000,111830.0000000,111890.0000000,298
SPFB.RTS-12.18,1,19/09/18,12:43,111880.0000000,111900.0000000,111870.0000000,111870.0000000,188
SPFB.RTS-12.18,1,19/09/18,12:44,111880.0000000,111880.0000000,111840.0000000,111840.0000000,171
SPFB.RTS-12.18,1,19/09/18,12:45,111840.0000000,111910.0000000,111820.0000000,111870.0000000,486
SPFB.RTS-12.18,1,19/09/18,12:46,111890.0000000,111910.0000000,111840.0000000,111860.0000000,640
SPFB.RTS-12.18,1,19/09/18,12:47,111880.0000000,111890.0000000,111830.0000000,111860.0000000,546
SPFB.RTS-12.18,1,19/09/18,12:48,111860.0000000,111920.0000000,111850.0000000,111900.0000000,430
SPFB.RTS-12.18,1,19/09/18,12:49,111900.0000000,111940.0000000,111870.0000000,111870.0000000,411
SPFB.RTS-12.18,1,19/09/18,12:50,111870.0000000,111880.0000000,111820.0000000,111820.0000000,579
SPFB.RTS-12.18,1,19/09/18,12:51,111840.0000000,111870.0000000,111800.0000000,111810.0000000,562
SPFB.RTS-12.18,1,19/09/18,12:52,111820.0000000,111840.0000000,111800.0000000,111810.0000000,357
SPFB.RTS-12.18,1,19/09/18,12:53,111820.0000000,111840.0000000,111800.0000000,111830.0000000,463
SPFB.RTS-12.18,1,19/09/18,12:54,111840.0000000,111840.0000000,111800.0000000,111810.0000000,594
SPFB.RTS-12.18,1,19/09/18,12:55,111810.0000000,111850.0000000,111800.0000000,111800.0000000,498
SPFB.RTS-12.18,1,19/09/18,12:56,111810.0000000,111810.0000000,111760.0000000,111790.0000000,570
SPFB.RTS-12.18,1,19/09/18,12:57,111800.0000000,111820.0000000,111750.0000000,111800.0000000,1018
SPFB.RTS-12.18,1,19/09/18,12:58,111800.0000000,111830.0000000,111760.0000000,111780.0000000,912
SPFB.RTS-12.18,1,19/09/18,12:59,111780.0000000,111810.0000000,111760.0000000,111770.0000000,1139
